,category,amt,city,state,lat,long,city_pop,age
257132,1.354583165484646,-0.7925757255214452,-1.6142084995944832,-0.4550093435559394,0.08160802643237236,0.9788286549724242,0.010474426502367181,1.603578361620581
83825,0.8385438448186378,-0.44455092926446227,-0.5445592124793559,1.5022696263650153,0.8436946556755771,0.1667870672395021,-0.2483682136195898,-0.5034591082711408
403231,0.3225045241526296,1.5115911965535274,-0.44178152297007317,-0.4550093435559394,0.0479980320076233,0.9743578418823434,-0.2837626662460471,2.158061906328929
91979,-0.7095741171793868,0.01232145701048021,0.8296165620706832,0.7333386024674973,1.3495026390961844,-2.2963470842463245,2.4938007706670553,0.49461127220388523
714191,-0.19353479651337863,-0.7719987660976539,0.9932995490669483,-0.17539806213866022,-0.06262430019362042,-0.1675729796688107,-0.2885397909827891,-0.8915975895669843
72207,-0.7095741171793868,-0.005327345186122174,1.5985459428438353,-0.8744262656818583,-0.139324531231408,0.10033517235773244,-0.2528306179333148,-1.3351844253336627
16239,0.8385438448186378,-0.7088304288238417,-0.03447734602587875,0.8032414228218171,0.31434212015359275,0.9797866863488706,-0.2939529822586812,-0.0044239180336277896
297502,-0.45155445684638273,-0.35220749816338576,0.9247810893940932,0.45372732105021807,0.1826135697471382,-2.0900084153460337,0.6226553419687698,-1.3906327798044973
1213145,-0.19353479651337863,-0.6274276579079894,0.8334231431636197,1.0828527042390963,-0.5010562413953782,0.44740510219355945,-0.21031685805355757,0.16192114537887656
40468,0.8385438448186378,-0.734970886979292,-0.8947646730295044,-0.3152037028472998,0.7343987771138472,0.5155601639667884,1.9360201085307776,0.16192114537887656
179841,-1.4836330981783992,-0.7739952369343737,-0.47223417171356435,-0.4550093435559394,0.21202962987048166,0.8635313529493467,-0.2821824384378461,-0.6698041716836451
122754,-1.2256134378453951,-0.6711370594265732,-1.1383858629774337,1.0828527042390963,-0.4077168198501567,0.21258096703361368,0.20818179624163574,-0.11532062697529735
330093,1.0965635051516418,1.527536343636129,-1.2716162012302077,-0.7346206249732187,-0.11431697879233288,-0.5196104796047278,-0.28906322073896473,-1.3906327798044973
169317,-0.19353479651337863,-0.7496382927263929,-1.3782004718324268,0.5935329617588577,0.1879388909763648,0.470447530929261,-0.293538876438922,-0.8915975895669843
1278726,-1.7416527585114032,0.41685968775220966,1.366344496174715,1.572172446719335,0.10501603183556235,0.7693746099665062,-0.2918890788530014,-0.5034591082711408
259141,0.06448486381962548,-0.7000459571422749,1.3625379150817787,-1.713260109933696,-0.5922109157696361,-0.07872444016435243,-0.2942908926076047,-1.5569778432170016
353068,-1.2256134378453951,-0.6703384710918854,0.673546737260291,-1.0841347267448176,-3.625322722559214,-4.6145275402115375,-0.28972247720402133,-1.0579426529794886
144788,1.354583165484646,1.3626012329119228,0.578382209936881,1.1527555245934162,-1.0216112682199971,-0.6743644812799459,-0.29406893188821376,-0.6143558172128104
258083,1.0965635051516418,2.0176300046340874,-0.23622614395150776,-0.1054952417843404,-1.2168730466249442,0.015276179186770766,0.4774334002490597,-0.0044239180336277896
76612,1.354583165484646,2.089928868534498,0.2586293981302238,-1.1540375470991375,-1.067237372085049,0.4377609196706719,-0.2809500595182427,0.16192114537887656
211153,-0.19353479651337863,-0.6596906266293802,0.04165427583284918,-0.8744262656818583,0.40260980719479034,-0.04928803905696472,-0.29225680482094757,-0.0044239180336277896
1111291,-1.2256134378453951,-0.638634514204776,1.286406293223051,-0.38510652320161964,1.1479597125747154,1.5892152827565695,-0.29091178911836973,0.7164046900872244
454697,-0.7095741171793868,-0.6509593941701258,0.8981350217435384,-0.24530088249298002,1.9489036307872158,-0.20957023660071103,-0.29420807144365285,-1.5569778432170016
903977,-0.19353479651337863,-0.007430294467466857,-0.29713144143849013,-1.5734544692250563,-0.962623094603956,-1.9629379721857434,0.33560712625137495,-0.2262173359169669
1046846,-1.2256134378453951,-0.7767370568834687,1.2407273201078142,1.0129498838847766,1.0033372525253357,-0.5144300136432053,-0.2935223122061317,-0.0044239180336277896
39476,-0.967593777512391,-0.6409770399865272,0.4185058040335524,-0.3152037028472998,0.9012978556385945,0.2906285898347339,0.13175442614688004,-1.2797360708628278
282349,0.06448486381962548,-0.7405077660997949,1.0542048465539307,-0.594814984264579,-1.6334185027747192,-0.035407228891571746,-0.26127837665640224,-0.2816656903878017
339039,0.06448486381962548,-0.783844493062191,-0.12964187334928867,0.5935329617588577,0.42931444002559765,0.49143196633778186,-0.2942677026816982,0.827301399028894
1185519,1.354583165484646,-0.778786766942501,-1.5076242289922641,-0.594814984264579,-1.6006277885390827,-0.056931000482387785,0.9606087578975221,-0.2816656903878017
588049,-0.45155445684638273,-0.7785738100532509,1.5833196184720897,0.9430470635304568,-0.9081019486856917,0.6531689522679829,-0.12197317888941146,2.3798553242122678
609087,-1.4836330981783992,-0.566362269915522,1.0542048465539307,-0.594814984264579,-1.6334185027747192,-0.035407228891571746,-0.26127837665640224,-0.2816656903878017
7523,-0.7095741171793868,0.020467058024296703,1.507187996613362,-1.8530657506423356,5.099718691412504,-5.345654507542717,-0.2941782558246302,1.82537177950392
1098332,0.06448486381962548,-0.6500543273908129,1.4082168881970154,-0.8744262656818583,0.15173450928609664,0.09827717903055275,-0.28958333764858224,-0.448010753800306
160408,1.0965635051516418,1.489443680071516,-0.24383930613738056,0.31392168034157847,0.38222533582284496,1.1374218786821404,-0.23350678396007207,2.3798553242122678
599936,1.0965635051516418,1.6102434754986379,-0.8947646730295044,-0.3152037028472998,0.7343987771138472,0.5155601639667884,1.9360201085307776,0.16192114537887656
266285,0.3225045241526296,1.9652958491008747,-0.9670897137952958,1.1527555245934162,-1.1396266287944152,-0.454066940398403,3.8905300080164245,1.6590267160914156
850349,0.8385438448186378,-0.5107272825989321,-0.8871515108436315,0.5935329617588577,0.4840306526555548,0.6601235504081081,-0.28589945227600455,-0.6143558172128104
703752,-1.7416527585114032,-0.7590350154645539,1.373957658360588,0.5935329617588577,0.2507113587992532,0.56328431957122,-0.2646740443784276,-0.6143558172128104
1097804,-1.2256134378453951,-0.7792126807210011,-0.5331394692005467,0.5935329617588577,0.2899782878631059,0.4052375285725136,-0.21869504699892545,0.05102443643720699
522269,-0.7095741171793868,0.08395483063198411,0.9742666436022663,0.8032414228218171,0.45681884637434617,1.0055683751683349,-0.29418488151774635,-0.5589074627419756
1047614,0.3225045241526296,-0.7529657441209258,-1.2335503903008436,-1.5734544692250563,0.36962402624746105,-2.386543964206522,-0.29088528634590516,1.1599915258539026
353428,-0.45155445684638273,-0.7479080180012359,-1.3363280798101262,0.8032414228218171,0.2933334353042304,1.0993206160144535,-0.22467473503624813,-0.72525252615448
469031,0.3225045241526296,1.4350065752569585,0.5365098179145807,-0.8045234453275385,0.5095648852162025,0.25887872036644716,-0.2754739241577472,0.7164046900872244
481561,-0.45155445684638273,-0.7369407382048555,-0.09157606241992469,1.6420752670736547,0.5910832640328126,-0.983070576885653,-0.2925549610111742,-0.05987227250446257
95982,-0.7095741171793868,0.0441585119533709,-0.2933248603455537,-1.7831629302880159,-0.7786361721348792,0.26921126617463353,0.33537191414575174,0.7164046900872244
